id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
53873709,Rental unit in New Orleans · ★4.97 · 2 bedrooms · 4 beds · 1.5 baths,32577863,Jack,,Touro,29.924164,-90.096985,Entire home/apt,119,30,36,2023-07-05,1.73,2,341,15,"17STR-09529, 20-OSTR-00451"
53877829,Condo in New Orleans · ★4.70 · 2 bedrooms · 2 beds · 2 baths,106289693,Vello,,Bywater,29.96298,-90.03499,Entire home/apt,99,3,33,2023-08-21,1.71,95,143,15,"21-CSTR-07197, 21-OSTR-03993"
53878180,Condo in New Orleans · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,106289693,Vello,,Bywater,29.96316,-90.03503,Entire home/apt,89,3,70,2023-08-29,3.44,95,162,41,"21-CSTR-07194, 21-OSTR-03993"
53879217,Condo in New Orleans · ★4.83 · 2 bedrooms · 2 beds · 2 baths,106289693,Vello,,Bywater,29.96246,-90.0368,Entire home/apt,97,3,66,2023-08-28,3.25,95,159,40,"21-CSTR-07181, 21-OSTR-03993"
53879655,Condo in New Orleans · ★4.79 · 2 bedrooms · 2 beds · 2 baths,106289693,Vello,,St. Claude,29.96397,-90.03731,Entire home/apt,96,3,75,2023-08-28,3.66,95,147,38,"21-CSTR-07167, 21-OSTR-03993"
53879929,Condo in New Orleans · 2 bedrooms · 2 beds · 2 baths,106289693,Vello,,Bywater,29.9626,-90.0365,Entire home/apt,3000,30,0,,,95,0,0,
53883322,Home in New Orleans · ★4.77 · 3 bedrooms · 5 beds · 2 baths,290355593,Rodney,,Treme - Lafitte,29.97498,-90.07675,Entire home/apt,104,1,13,2023-08-24,0.74,4,181,10,"22-CSTR-21541, 22-OSTR-20045"
53891538,Guest suite in New Orleans · ★4.80 · 1 bedroom · 1 bed · 1 bath,5198765,Andrew,,Treme - Lafitte,29.966652,-90.066811,Entire home/apt,58,30,5,2023-03-04,0.29,1,335,3,
53893763,Condo in New Orleans · ★4.88 · 1 bedroom · 1 bed · 1 bath,112910785,Marigny,,Central Business District,29.95003,-90.07069,Entire home/apt,108,3,42,2023-08-11,2.11,71,306,22,"20-cstr-15115, 20-ostr-00044"
53901914,Rental unit in New Orleans · 2 bedrooms · 2 beds · 2 baths,154836366,Robbie,,Hollygrove,29.9690737677681,-90.11736737632798,Entire home/apt,82,30,0,,,1,365,0,
53916915,Home in New orleans · ★4.78 · 3 bedrooms · 4 beds · 2.5 baths,285479231,Be Someone,,St. Roch,29.97387,-90.04906,Entire home/apt,204,1,49,2023-08-14,3.13,1,51,42,"22-RSTR-00401, 22-OSTR-07053"
53917876,Home in New Orleans · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,6644214,Kenneth,,Irish Channel,29.92102,-90.08208,Entire home/apt,232,2,43,2023-06-25,2.14,1,129,24,"22-CSTR-16227, 23-OSTR-02370"
53922338,Condo in New Orleans · ★4.0 · 2 bedrooms · 2 beds · 2 baths,436310176,Governor,,French Quarter,29.96461,-90.06348,Entire home/apt,147,30,5,2023-03-07,0.30,5,93,4,
53926173,Home in New Orleans · ★4.93 · 2 bedrooms · 2 beds · 2 baths,1614472,Rebekah,,Central City,29.93832,-90.08563,Entire home/apt,243,3,29,2023-06-29,1.88,2,0,22,"22-RSTR-00577, 22-OSTR-22689"
53936967,Home in New Orleans · ★4.79 · 3 bedrooms · 3 beds · 2 baths,425760990,Lief,,West End,30.01303,-90.11957,Entire home/apt,148,4,39,2023-08-15,1.91,1,38,16,"21-RSTR-18975, 23-OSTR-08412"
53941269,Townhouse in New Orleans · ★4.83 · 2 bedrooms · 3 beds · 1 bath,51450995,Jill,,Mid-City,29.97251,-90.10686,Entire home/apt,228,3,23,2023-05-08,1.23,1,85,13,"22rstr02674, 22ostr02672"
53942938,Home in New Orleans · ★4.67 · 2 bedrooms · 4 beds · 1 bath,436977131,Jassie,,Mid-City,29.96485,-90.09621,Entire home/apt,60,2,36,2023-08-20,1.83,4,265,21,"22-CSTR-11254, 21-OSTR-12387"
53953894,Home in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,202315316,Renee,,Read Blvd East,30.04091,-89.94951,Private room,75,30,6,2023-05-12,0.43,4,354,5,"19STR-12345, 19-OSTR-70331"
53953895,Home in New Orleans · ★5.0 · 1 bedroom · 2 beds · 1.5 shared baths,202315316,Renee,,Read Blvd East,30.0402,-89.94909,Private room,65,30,8,2023-08-22,0.66,4,323,8,"19STR-12345, 19-OSTR-70331"
53953896,Home in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,202315316,Renee,,Read Blvd East,30.0406,-89.94761,Private room,65,30,13,2023-05-02,0.94,4,325,11,"19STR-12345, 19-OSTR-70331"
53962308,Home in New Orleans · ★4.69 · 3 bedrooms · 3 beds · 1 bath,185244265,Anthony,,Mid-City,29.96177,-90.09579,Entire home/apt,82,2,42,2023-08-21,2.07,25,176,22,"18STR-16911, 19-OSTR-70229"
53982395,Home in New Orleans · ★5.0 · 5 bedrooms · 12 beds · 5 baths,370909686,Heather,,Tulane - Gravier,29.95766,-90.08878,Entire home/apt,477,3,65,2023-08-28,3.31,9,340,41,"21-CSTR-19224, 22-OSTR-19203"
53992767,Condo in New Orleans · ★4.67 · Studio · 1 bed · 1 bath,2463502,Romy,,St. Claude,29.96452,-90.03589,Entire home/apt,250,30,3,2023-06-25,0.23,1,258,2,
54023764,Rental unit in New Orleans · ★4.94 · 2 bedrooms · 2 beds · 1 bath,69522096,Lindsey,,Milan,29.93736,-90.09916,Entire home/apt,80,2,31,2023-05-19,1.52,1,157,10,"23-NSTR-13383, 23-OSTR-13390"
54034249,Rental unit in New Orleans · ★4.75 · 1 bedroom · 2 beds · 1.5 baths,90526814,Krystal And,,Central Business District,29.95478,-90.07276,Entire home/apt,89,30,64,2023-05-29,3.15,34,95,30,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
54036287,Serviced apartment in New Orleans · ★4.71 · 1 bedroom · 2 beds · 1 bath,367697136,Mint House,,Central Business District,29.946415,-90.066261,Entire home/apt,145,30,148,2023-08-13,7.93,3,266,47,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
54040231,Home in New Orleans · ★4.67 · 2 bedrooms · 2 beds · 2 baths,249417794,Anjelica,,Whitney,29.95357,-90.04044,Private room,131,2,3,2023-08-16,0.28,2,196,3,"21-RSTR-15807, 22-OSTR-11818"
54052921,Bed and breakfast in New Orleans · 1 bedroom · 1 bed · 1 shared bath,227505133,Dan,,Little Woods,30.03385,-89.99429,Private room,35,30,2,2022-08-26,0.14,5,0,0,
54062877,Condo in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1 bath,35565162,Christopher,,Garden District,29.92989,-90.08647,Entire home/apt,105,30,4,2022-11-21,0.25,2,286,2,
54069409,Rental unit in New Orleans · ★4.32 · 1 bedroom · 2 beds · 1 bath,112910785,Marigny,,St. Roch,29.97051,-90.05274,Entire home/apt,44,30,22,2023-08-12,1.09,71,335,12,"21-CSTR-15518, 20-ostr-00044"
54091162,Home in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1 bath,1832077,Brian,,Holy Cross,29.96021,-90.02216,Entire home/apt,72,30,7,2023-04-06,0.38,4,266,4,
54111801,Guesthouse in New Orleans · ★4.75 · 1 bedroom · 1 bed · 1 bath,140998914,Leighann,,Seventh Ward,29.97999,-90.07281,Entire home/apt,78,2,12,2023-07-03,1.21,1,145,12,"22-RSTR-06740, 22-OSTR-17386"
54120286,Home in New Orleans · ★4.53 · 1 bedroom · 2 beds · 1 bath,311250892,Charles,,West Riverside,29.91855,-90.10428,Entire home/apt,99,30,19,2023-05-22,1.01,7,270,9,"22-RSTR-07647, 22-OSTR-07633"
54121348,Home in New Orleans · ★4.94 · 2 bedrooms · 3 beds · 1 bath,311250892,Charles,,Uptown,29.92066,-90.10411,Entire home/apt,84,30,16,2023-03-13,0.85,7,180,3,"22-RSTR-07463, 21-OSTR-07633"
54122229,Home in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1 bath,311250892,Charles,,West Riverside,29.92022,-90.10398,Entire home/apt,79,30,5,2022-04-18,0.25,7,180,0,"22-RSTR-07640, 22-OSTR-07633"
54126581,Home in New Orleans · ★4.94 · 1 bedroom · 1 bed · 1 bath,20399018,Gillian,,Central City,29.93371,-90.08772,Entire home/apt,91,2,48,2023-07-03,2.50,1,0,22,"23-NSTR-18349, 22-OSTR-00091"
54128631,Home in New Orleans · ★4.96 · 3 bedrooms · 4 beds · 2.5 baths,13827666,James,,Bywater,29.967294692993164,-90.04448699951172,Entire home/apt,250,1,23,2023-07-02,1.21,4,268,17,"20CSTR-33510, 20OSTR-33509"
54142616,Serviced apartment in New Orleans · ★4.73 · 3 bedrooms · 3 beds · 2 baths,367697136,Mint House,,Central Business District,29.946415,-90.066261,Entire home/apt,227,30,64,2023-08-14,3.42,3,160,45,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
54142797,Townhouse in New Orleans · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,106289693,Vello,,Central City,29.93862,-90.07681,Entire home/apt,200,3,67,2023-08-06,3.38,95,127,38,"21CSTR-17817, 21OSTR-03993"
54146056,Home in New Orleans · ★4.78 · 2 bedrooms · 2 beds · 1 bath,438966912,Kayla,,Tulane - Gravier,29.96279,-90.08235,Entire home/apt,97,1,94,2023-08-28,4.70,1,324,52,"22RSTR-00072, 22OSTR-00069"
54157104,Home in New Orleans · ★4.90 · 5 bedrooms · 5 beds · 2.5 baths,276892829,Heirloom,,Irish Channel,29.92143,-90.0781,Entire home/apt,412,1,42,2023-08-11,2.19,50,293,27,"22-CSTR-19139, 22-OSTR-20810"
54157359,Home in New Orleans · ★5.0 · 3 bedrooms · 4 beds · 2 baths,8288599,Nathan,,St. Roch,29.9718,-90.05644,Entire home/apt,210,30,72,2023-07-16,3.99,2,54,42,"21-RSTR-16443, 21-OSTR-16440"
54160322,Home in New Orleans · ★4.98 · 4 bedrooms · 7 beds · 3.5 baths,330429992,Pat,,Treme - Lafitte,29.96508,-90.07164,Entire home/apt,406,1,46,2023-08-14,2.67,2,282,33,"22-RSTR-13903, 22-OSTR-13214"
54162762,Home in New Orleans · ★4.50 · 3 bedrooms · 4 beds · 2 baths,48063197,Vacasa Louisiana,,Seventh Ward,29.97035,-90.06627,Entire home/apt,530,2,8,2022-07-10,0.42,41,364,0,"20RSTR-26664, 20OSTR-00396"
54162763,Home in New Orleans · 3 bedrooms · 3 beds · 1 bath,48063197,Vacasa Louisiana,,Seventh Ward,29.97031,-90.06566,Entire home/apt,183,2,0,,,41,364,0,"20RSTR-26664, 20OSTR-00396"
54162764,Home in New Orleans · ★4.53 · 2 bedrooms · 3 beds · 1 bath,48063197,Vacasa Louisiana,,Seventh Ward,29.96823,-90.06646,Entire home/apt,169,2,19,2022-10-08,0.98,41,364,1,"20RSTR-26664, 20OSTR-00396"
54162765,Home in New Orleans · ★4.75 · 3 bedrooms · 4 beds · 1 bath,48063197,Vacasa Louisiana,,Treme - Lafitte,29.96836,-90.06735,Entire home/apt,386,2,8,2022-07-03,0.42,41,364,0,"20RSTR-26664, 20OSTR-00396"
54162766,Home in New Orleans · ★4.43 · 1 bedroom · 1 bed · 1 bath,48063197,Vacasa Louisiana,,Seventh Ward,29.96858,-90.06563,Entire home/apt,168,2,7,2022-05-22,0.36,41,365,0,"20RSTR-26664, 20OSTR-00396"
54163952,Home in New Orleans · ★4.73 · 3 bedrooms · 5 beds · 2 baths,64981903,Adrian,,Treme - Lafitte,29.96461,-90.07223,Entire home/apt,195,3,86,2023-08-17,4.31,1,33,48,"23-NSTR-18509, 23-OSTR-14761"
54165093,Home in New Orleans · ★4.82 · 2 bedrooms · 2 beds · 1 bath,64365837,Mike,,Mid-City,29.97086,-90.08943,Entire home/apt,90,3,78,2023-08-28,3.97,62,1,45,"21-RSTR-19488, 19-OSTR-26283"
54166491,Home in New Orleans · 2 bedrooms · 3 beds · 2 baths,4791851,Deborah Brand,,Bywater,29.96474,-90.05075,Entire home/apt,200,30,1,2022-11-01,0.10,1,200,1,
54169248,Home in New Orleans · ★4.51 · 1 bedroom · 1 bed · 1 bath,439165934,David,,Marlyville - Fontainbleau,29.95798,-90.11393,Entire home/apt,119,30,112,2023-05-06,5.62,4,0,46,"19str-27468, 19ostr-27468"
54170071,Home in New Orleans · ★4.58 · 1 bedroom · 2 beds · 1 bath,439165934,David,,Marlyville - Fontainbleau,29.95746,-90.1138,Entire home/apt,122,30,92,2023-03-18,4.58,4,0,34,"19str-28468, 19ostr-28468"
54174765,Hotel in New Orleans · 1 bedroom · 1 bed · 1 private bath,361593770,Carmen,,Central Business District,29.95372,-90.07057,Private room,272,30,1,2023-02-20,0.15,1,358,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
54177311,Guest suite in New Orleans · ★4.90 · 1 bedroom · 1 bed · 1 bath,8241996,Alex,,Irish Channel,29.92586,-90.08047,Entire home/apt,95,2,61,2023-08-07,3.14,2,127,33,"17STR-04335, 17OSTR-04335"
54180854,Home in New Orleans · ★5.0 · 7 bedrooms · 12 beds · 4.5 baths,9122177,Joshua,,Marigny,29.96651,-90.05762,Entire home/apt,509,4,17,2023-06-25,1.07,6,218,12,"22CSTR-16799, 22-OSTR-04497"
54181306,Condo in New Orleans · ★4.0 · 2 bedrooms · 3 beds · 2 baths,439283417,Dumaine,,French Quarter,29.96073,-90.06477,Entire home/apt,84,30,3,2023-05-26,0.18,1,331,1,
54182944,Home in New Orleans · ★4.88 · 2 bedrooms · 2 beds · 1 bath,130722256,Detrick,,Leonidas,29.95457,-90.12996,Entire home/apt,146,30,43,2023-07-03,2.19,1,57,21,"21-RSTR-11585, 20-OSTR-00646"
54200131,Guest suite in New Orleans · ★4.94 · 1 bedroom · 1 bed · 1 bath,4656274,Rachael,,Broadmoor,29.9443906,-90.1049874,Entire home/apt,77,1,69,2023-08-15,5.21,1,246,65,"22RSTR-01942, 22OSTR-00460"
54207772,Townhouse in New Orleans · ★4.88 · 2 bedrooms · 2 beds · 1.5 baths,35395756,Kpvr,,Bywater,29.96468,-90.04213,Entire home/apt,239,3,8,2023-04-24,0.46,8,72,5,"10rstr-44537, 10Ostr-44537"
54215025,Guest suite in New Orleans · ★4.90 · 1 bedroom · 1 bed · 1 bath,100567458,Kurt,,Seventh Ward,29.97318,-90.06851,Entire home/apt,61,2,40,2023-05-29,2.34,2,0,32,"22-RSTR-00001, 22-OSTR-00022"
54231715,Home in New Orleans · ★5.0 · 3 bedrooms · 4 beds · 2 baths,404274349,Joseph,,Navarre,29.98943,-90.10562,Entire home/apt,125,2,13,2023-05-21,0.83,1,0,5,"21-RSTR-14652, 21-OSTR-16371"
54238140,Condo in New Orleans · 2 bedrooms · 6 beds · 2 baths,425365953,Susan,,East Riverside,29.91958,-90.10028,Entire home/apt,350,30,1,2022-03-28,0.06,4,361,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
54241754,Home in New Orleans · ★4.89 · 2 bedrooms · 2 beds · 1 bath,347676324,Hayden,,Navarre,29.98701,-90.11,Entire home/apt,162,30,74,2023-08-26,3.77,1,14,41,"21-RSTR-19721, 21-OSTR-19722"
54242035,Loft in New Orleans · ★4.91 · 5 bedrooms · 5 beds · 3 baths,51541620,Samuel,,Lower Garden District,29.93804,-90.07358,Entire home/apt,423,1,56,2023-07-20,3.67,16,97,42,"21-CSTR-19852, 22-OSTR-13685"
54242884,Condo in New Orleans · 1 bedroom · 2 beds · 1 bath,110202190,Brandon,,Central City,29.929529,-90.09037,Entire home/apt,160,30,0,,,3,349,0,"21str-15385, 21-OSTR-15385"
54243946,Rental unit in New Orleans · ★4.75 · 2 bedrooms · 2 beds · 1 bath,64823547,Brenna And Nick,,Seventh Ward,29.97454,-90.05767,Entire home/apt,54,30,4,2023-06-25,0.46,76,272,4,
54244429,Home in New Orleans · ★5.0 · 5 bedrooms · 6 beds · 3.5 baths,439833296,Rochelle,,West Riverside,29.91761,-90.10699,Entire home/apt,299,3,46,2023-09-03,2.57,1,336,34,"21-CSTR-17952, 20OSTR-00613"
54244683,Home in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1 bath,90274310,Kate,,East Carrollton,29.94927,-90.12581,Entire home/apt,130,2,45,2023-07-03,2.38,1,130,28,"23-NSTR-13842, 23-OSTR-13842"
54263953,Townhouse in New Orleans · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,25064691,Nancy,,Lower Garden District,29.93395,-90.07206,Entire home/apt,58,1,53,2023-07-30,2.76,1,178,26,"22-RSTR-16633, 22-OSTR-16658"
54266566,Home in New Orleans · ★4.73 · 3 bedrooms · 5 beds · 2.5 baths,150975256,Christina,,Leonidas,29.9579,-90.12057,Entire home/apt,242,1,22,2023-06-12,1.23,1,0,9,"22rstr09799, 22ostr00795"
54268334,Home in New Orleans · ★4.92 · 2 bedrooms · 2 beds · 1 bath,440099401,Debayan,,Seventh Ward,29.96971,-90.06068,Entire home/apt,179,30,24,2023-07-04,1.31,1,255,13,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
54269997,Home in New Orleans · ★4.64 · 3 bedrooms · 5 beds · 2.5 baths,50327219,Jasmein,,Old Aurora,29.92675,-90.01233,Entire home/apt,225,2,11,2023-07-30,1.34,1,264,11,"22-RSTR-16251, 22-OSTR-16191"
54277374,Guest suite in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1 bath,64364099,Otto,,Central City,29.93397,-90.08759,Entire home/apt,109,2,30,2023-08-02,1.72,1,142,27,"22-RSTR-11462, 22-OSTR-11462"
54278800,Home in New Orleans · ★4.68 · 2 bedrooms · 3 beds · 3 baths,48063197,Vacasa Louisiana,,Central Business District,29.94482,-90.0703,Entire home/apt,570,2,19,2023-04-05,1.02,41,364,9,"21RSTR-19818, 20OSTR-00396"
54279363,Home in New Orleans · ★4.96 · 3 bedrooms · 5 beds · 2.5 baths,101652405,Russell,,Seventh Ward,29.9733,-90.06885,Entire home/apt,204,2,49,2023-07-31,2.62,15,155,24,"22-rstr-02146, 22ostr-02187"
54281926,Home in New Orleans · ★4.99 · 2 bedrooms · 4 beds · 1 bath,144190228,Samantha,,Broadmoor,29.950949905747063,-90.1069387916279,Entire home/apt,132,2,70,2023-08-21,3.93,1,63,52,"22-RSTR-00560, 22-OSTR-00527"
54282151,Home in New Orleans · ★5.0 · 3 bedrooms · 4 beds · 2 baths,174002711,Laurie,,Lake Catherine,30.0934,-89.76719,Entire home/apt,343,3,8,2023-04-24,0.45,2,343,5,"21CSTR-17658, 21OSTR-17516"
54282232,Home in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1 bath,111670757,Hector,,Leonidas,29.95743,-90.13388,Entire home/apt,72,30,4,2023-06-16,0.34,2,176,4,
54288952,Home in New Orleans · ★4.75 · 2 bedrooms · 3 beds · 2 baths,83513228,James,,Seventh Ward,29.97316,-90.0669,Entire home/apt,180,2,40,2023-08-13,2.48,2,179,30,"22-RSTR-07327, 22-OSTR-09494"
54292044,Home in New Orleans · ★4.44 · 2 bedrooms · 3 beds · 1 bath,26803916,Meagan,,Mid-City,29.97021,-90.10742,Entire home/apt,165,30,9,2022-08-05,0.48,1,0,0,"21-RSTR-11958, 21-OSTR-11959"
54294466,Condo in New Orleans · ★4.92 · 2 bedrooms · 2 beds · 2 baths,95683904,Brad,,Bywater,29.96291,-90.03686,Entire home/apt,135,2,51,2023-08-29,2.73,19,55,32,"21-CSTR-14806, 21-OSTR-17691"
54305635,Home in New Orleans · ★4.81 · 2 bedrooms · 2 beds · 1 bath,64823547,Brenna And Nick,,Algiers Point,29.9516,-90.05072,Entire home/apt,53,1,80,2023-07-30,4.07,76,0,59,"22-RSTR-06039, 19OSTR-26434"
54306240,Condo in New Orleans · ★4.90 · 1 bedroom · 1 bed · 1 bath,42536338,Damon,,Central Business District,29.9510796,-90.0716917,Entire home/apt,115,2,20,2023-07-04,1.77,7,107,20,"22-CSTR-17123, 21-OSTR-12093"
54306244,Bungalow in New Orleans · ★4.54 · 3 bedrooms · 2 beds · 2 baths,42536338,Damon,,Mid-City,29.96900177001953,-90.08629608154297,Entire home/apt,90,3,48,2023-08-16,2.46,7,349,30,"22-CSTR-00783, 21-OSTR-12093"
54308057,Home in New Orleans · ★4.85 · 2 bedrooms · 2 beds · 1 bath,349162641,David,,West Riverside,29.915686371528217,-90.11670275195964,Entire home/apt,83,2,41,2023-08-15,2.59,39,92,35,"22-CSTR-01478, 22-OSTR-08383"
54316786,Home in New Orleans · 2 bedrooms · 2 beds · 1 bath,64823547,Brenna And Nick,,Algiers Point,29.95318,-90.04916,Entire home/apt,86,30,2,2022-05-31,0.11,76,360,0,
54316788,Home in New Orleans · ★4.75 · 1 bedroom · 1 bed · 1 bath,64823547,Brenna And Nick,,Milan,29.92893,-90.09115,Entire home/apt,45,30,4,2023-08-31,0.22,76,268,2,
54319935,Home in New Orleans · ★4.70 · 4 bedrooms · 4 beds · 2 baths,360313462,Cyril,,Read Blvd East,30.02832,-89.95416,Entire home/apt,500,2,10,2023-07-06,0.54,1,365,5,"21-RSTR-12533, 21-OSTR-12524"
54329385,Rental unit in New Orleans · ★5.0 · 2 bedrooms · 2 beds · 1 bath,392126248,Tabatha,,Broadmoor,29.944866200646064,-90.10176322720886,Entire home/apt,95,30,10,2023-06-16,1.47,1,182,10,"15RSTR-43431, 15-OSTR-27672"
54344937,Home in New Orleans · ★4.96 · 1 bedroom · 1 bed · 1 bath,42044304,Michael,,West Riverside,29.92175,-90.1222,Entire home/apt,112,2,28,2023-08-20,2.85,1,78,28,"22-Rstr-16763, 22-OSTR-16769"
54355050,Home in New Orleans · ★5.0 · 1 bedroom · 2 beds · 1 bath,6172330,Shauna&Rob,,Central City,29.93428,-90.08624,Entire home/apt,116,2,18,2023-06-14,1.16,3,76,17,"22STR17736, 22OSTR17736"
54363898,Guest suite in New Orleans · ★4.67 · 1 bedroom · 1 bed · 1 private bath,26207882,Luke,,Milan,29.9349,-90.09467,Private room,195,1,3,2022-07-17,0.21,1,87,0,"22-RSTR-07484, 22-OSTR-07489"
54364743,Rental unit in New Orleans · ★4.82 · 1 bedroom · 1 bed · 1 bath,15103835,Tara,,West Riverside,29.91786,-90.11926,Entire home/apt,120,2,39,2023-07-23,2.09,2,208,23,"22CSTR-00743, 22-OSTR-01336"
54366841,Home in New Orleans · ★4.91 · 1 bedroom · 1 bed · 1 bath,69054296,Toyin,,Bayou St. John,29.97429,-90.08605,Entire home/apt,110,30,34,2023-05-14,1.78,2,89,15,"21RSTR-00808, 21OSTR-03009"
54369855,Rental unit in New Orleans · ★4.97 · 2 bedrooms · 2 beds · 1 bath,84647073,Ronell,,Lakeview,30.00438,-90.10702,Entire home/apt,75,30,35,2023-07-28,1.84,2,180,18,"21-RSTR-05098, 20-OSTR-05084"
54387595,Home in New Orleans · ★4.74 · 2 bedrooms · 4 beds · 1 bath,441523786,Hunter,,Broadmoor,29.95017,-90.10728,Entire home/apt,129,2,54,2023-08-17,2.99,1,155,37,"22-RSTR-03508, 22-OSTR-03507"
54404818,Home in New Orleans · ★4.90 · 2 bedrooms · 2 beds · 1 bath,290355593,Rodney,,Marigny,29.96269,-90.05686,Entire home/apt,159,2,49,2023-08-18,3.68,4,312,45,"21-CSTR-18660, 22-OSTR-20045"
500251794343663414,Rental unit in New Orleans · 2 bedrooms · 6 beds · 1 bath,16670167,Matt,,Leonidas,29.957558,-90.129631,Entire home/apt,49,30,0,,,1,337,0,
509548094857569674,Home in New Orleans · ★4.48 · 1 bedroom · 2 beds · 1 bath,185244265,Anthony,,Marigny,29.963,-90.05433,Entire home/apt,55,30,23,2023-05-12,1.12,25,91,3,"21RSTR-83793, 21OSTR-97821"
509555959656503988,Home in New Orleans · ★4.76 · 1 bedroom · 2 beds · 1 bath,185244265,Anthony,,Marigny,29.96504,-90.05545,Entire home/apt,48,28,21,2023-05-06,1.03,25,71,6,"21RSTR-83793, 21OSTR-97821"
509561799151315913,Home in New Orleans · ★4.76 · 1 bedroom · 2 beds · 1 bath,185244265,Anthony,,Marigny,29.96429,-90.05345,Entire home/apt,55,30,59,2023-07-17,2.82,25,303,37,"21-RSTR-11005, 21-OSTR-05715"
509588250287140007,Guest suite in New Orleans · ★4.84 · 1 bedroom · 1 bed · 1 bath,343956199,Clare,,Central City,29.93381,-90.08488,Entire home/apt,104,1,32,2023-05-28,1.63,1,88,10,"21RSTR-01076, 21OSTR-00000"
517467507309332101,Rental unit in New Orleans · ★4.90 · 1 bedroom · 1 bed · 1 bath,317128653,Nicole,,Treme - Lafitte,29.97042,-90.07455,Entire home/apt,84,2,41,2023-08-30,2.02,1,13,33,"21-RSTR-20121, 23-OSTR-05228"
522654131255936740,Home in New Orleans · ★4.67 · 3 bedrooms · 4 beds · 1 bath,436969465,Ashley,,Whitney,29.95293,-90.04272,Entire home/apt,80,30,27,2023-07-19,1.36,1,236,6,"18STR-03989, 18-OSTR-03989"
523840825838357317,Guesthouse in New Orleans · ★4.90 · 1 bedroom · 1 bed · 1 bath,367991805,Ac,,French Quarter,29.960677334389647,-90.06551033096635,Entire home/apt,94,30,31,2023-08-15,1.56,5,44,14,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
535656836447225909,Vacation home in New Orleans · ★4.74 · 2 bedrooms · 2 beds · 1 bath,200661293,Kennor,,Dillard,30.00201,-90.06186,Entire home/apt,113,2,34,2023-05-14,1.71,1,365,15,"21-RSTR-20477, 21-OSTR-20573"
535950140469337135,Guesthouse in New Orleans · ★4.66 · Studio · 1 bed · 1 bath,367991805,Ac,,French Quarter,29.95929657952805,-90.0652475305577,Entire home/apt,126,30,64,2023-08-25,3.21,5,81,37,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
536028633847193791,Guesthouse in New Orleans · ★4.72 · Studio · 1 bed · 1 bath,367991805,Ac,,French Quarter,29.95930058098064,-90.06342183404713,Entire home/apt,119,30,71,2023-08-27,3.72,5,69,36,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
537575182196312901,Home in New Orleans · ★4.96 · 1 bedroom · 2 beds · 1 bath,187479666,Javier,,Lakeview,30.00636,-90.10964,Entire home/apt,71,2,85,2023-08-28,4.50,1,55,53,"21-RSTR-01673, 21-OSTR-08931"
537815775810439134,Rental unit in New Orleans · 1 bedroom · 1 bed · 1 private bath,4064297,Ji Un,,Marigny,29.967002868652344,-90.0511474609375,Private room,60,30,0,,,1,288,0,
538987566992474508,Home in New Orleans · ★4.88 · 3 bedrooms · 3 beds · 2 baths,155042241,Todd,,Mid-City,29.96784,-90.08693,Entire home/apt,152,2,65,2023-08-26,3.35,5,220,36,"21-CSTR-20087, 22-OSTR-00807"
541289261380258748,Home in New Orleans · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,175549624,Donna,,Lower Garden District,29.92792,-90.07872,Entire home/apt,618,30,32,2023-05-28,1.71,2,243,16,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
543523736710520731,Home in New Orleans · 2 bedrooms · 2 beds · 2 baths,135120836,EM Hughes,,Milneburg,30.02449,-90.04935,Entire home/apt,144,30,1,2022-04-02,0.06,3,365,0,
543617116653790722,Rental unit in New Orleans · 1 bedroom · 1 bed · 1 bath,370734277,Rare Space,,West Riverside,29.91827,-90.10347,Entire home/apt,102,30,1,2022-08-02,0.08,19,0,0,
543635623371664597,Home in New Orleans · ★4.90 · 4 bedrooms · 5 beds · 3 baths,58182966,Megan,,Seventh Ward,29.96986,-90.06348,Entire home/apt,293,2,77,2023-08-17,4.12,4,306,48,"21-CSTR-17605, 22-OSTR-09624"
